Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Decision_Score,Reasons
1,Stable,85,19.0,20.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
2526,Congested,39,168.0,60.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2527,Congested,37,248.0,83.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2528,Congested,22,226.0,85.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2529,Congested,22,245.0,79.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2530,Congested,12,224.0,62.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2531,Congested,22,161.0,72.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2532,Congested,40,185.0,82.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2533,Congested,32,245.0,83.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2534,Congested,30,218.0,87.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2535,Congested,17,242.0,62.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2536,Congested,30,127.0,69.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2537,Congested,29,236.0,69.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2538,Congested,17,161.0,60.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2539,Congested,34,143.0,84.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2540,Congested,32,140.0,93.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2541,Congested,38,228.0,70.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2542,Congested,18,197.0,92.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2543,Congested,31,217.0,79.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2544,Congested,34,142.0,66.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2545,Congested,34,208.0,69.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2546,Congested,33,173.0,85.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2547,Congested,10,163.0,91.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2548,Congested,13,137.0,86.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2549,Congested,23,193.0,87.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2550,Congested,15,215.0,71.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2551,Congested,16,244.0,71.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2552,Congested,40,148.0,88.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2553,Congested,36,174.0,71.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2554,Congested,11,166.0,72.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2555,Congested,38,224.0,88.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2556,Congested,13,162.0,65.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2557,Congested,12,216.0,67.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2558,Congested,12,207.0,61.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2559,Congested,17,242.0,91.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2560,Congested,10,135.0,77.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2561,Congested,31,130.0,66.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2562,Congested,26,121.0,84.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2563,Congested,26,188.0,91.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2564,Congested,34,206.0,87.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2565,Congested,21,207.0,80.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2566,Congested,40,212.0,85.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2567,Congested,29,134.0,82.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2568,Congested,35,145.0,60.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2569,Congested,37,222.0,68.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2570,Congested,29,151.0,93.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2571,Congested,40,183.0,83.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2572,Congested,29,241.0,92.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2573,Congested,31,168.0,60.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2574,Congested,10,212.0,62.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2575,Congested,31,233.0,74.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2576,Congested,25,222.0,65.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2577,Congested,23,241.0,66.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2578,Congested,19,169.0,69.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2579,Congested,38,249.0,62.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2580,Congested,25,142.0,79.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2581,Congested,37,239.0,70.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2582,Congested,40,149.0,90.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2583,Congested,17,182.0,73.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2584,Congested,34,142.0,66.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2585,Congested,32,127.0,70.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2586,Congested,38,218.0,77.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2587,Congested,33,185.0,90.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2588,Congested,31,154.0,94.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2589,Congested,12,205.0,74.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2590,Congested,34,136.0,81.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2591,Congested,39,217.0,95.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2592,Congested,35,179.0,74.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2593,Congested,13,194.0,65.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2594,Congested,12,207.0,72.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2595,Congested,28,214.0,68.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2596,Congested,40,217.0,60.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2597,Congested,11,168.0,84.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2598,Congested,20,213.0,68.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2599,Congested,31,176.0,66.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2600,Congested,10,237.0,80.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2601,Congested,36,195.0,74.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2602,Congested,31,236.0,69.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2603,Congested,19,157.0,62.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2604,Congested,20,199.0,92.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2605,Congested,18,242.0,73.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2606,Congested,19,216.0,63.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2607,Congested,14,173.0,74.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2608,Congested,39,165.0,91.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2609,Congested,19,160.0,61.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2610,Congested,22,206.0,87.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2611,Congested,21,220.0,85.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2612,Congested,26,192.0,78.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2613,Congested,32,220.0,66.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2614,Congested,20,133.0,79.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2615,Congested,30,161.0,68.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2616,Congested,32,243.0,78.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2617,Congested,16,175.0,72.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2618,Congested,21,146.0,69.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2619,Congested,40,229.0,70.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2620,Congested,13,211.0,90.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2621,Congested,40,133.0,67.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2622,Congested,30,206.0,87.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2623,Congested,30,223.0,75.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2624,Congested,13,181.0,85.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2625,Congested,19,164.0,84.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2626,Congested,34,238.0,84.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2627,Congested,30,233.0,83.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2628,Congested,13,149.0,65.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2629,Congested,25,250.0,74.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2630,Congested,28,242.0,77.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2631,Congested,35,166.0,84.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2632,Congested,30,231.0,79.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2633,Congested,14,145.0,80.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2634,Congested,32,167.0,85.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2635,Congested,22,245.0,64.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2636,Congested,36,151.0,73.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2637,Congested,15,166.0,60.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2638,Congested,24,200.0,67.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2639,Congested,14,172.0,70.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2640,Congested,27,185.0,62.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2641,Congested,13,249.0,79.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2642,Congested,40,163.0,87.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2643,Congested,17,196.0,62.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2644,Congested,38,195.0,94.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2645,Congested,14,245.0,80.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2646,Congested,39,210.0,94.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
